group,process,phase,family,backend,dtype,size,elements,bytes,transfer_mode,iterations,elapsed_ms,per_iteration_ms,uploads,downloads,compute_passes
reduction,7,hot,reduction,gpu,float32,1048576,1048576,4194304,none,3,792.806,264.26868,0,0,3
matmul,1,hot,matmul,cpu,float32,32,1024,4096,none,10,29.596,2.9596,0,0,0
matmul,1,cold,matmul,gpu,float32,32,1024,4096,none,1,39.993,39.993,0,0,1
matmul,1,hot,matmul,gpu,float32,32,1024,4096,none,10,8.358,0.8358,0,0,10
matmul,1,hot,matmul,cpu,float32,128,16384,65536,none,3,565.95404,188.65135,0,0,0
matmul,1,cold,matmul,gpu,float32,128,16384,65536,none,1,1.6129999,1.6129999,0,0,1
matmul,1,hot,matmul,gpu,float32,128,16384,65536,none,3,2.733,0.911,0,0,3
matmul,1,hot,matmul,cpu,float32,512,262144,1048576,none,1,12563.55,12563.55,0,0,0
matmul,1,cold,matmul,gpu,float32,512,262144,1048576,none,1,2.111,2.111,0,0,1
matmul,1,hot,matmul,gpu,float32,512,262144,1048576,none,1,1.536,1.536,0,0,1
matmul,2,hot,matmul,cpu,float32,32,1024,4096,none,10,30.200998,3.0200999,0,0,0
matmul,2,cold,matmul,gpu,float32,32,1024,4096,none,1,1.27,1.27,0,0,1
matmul,2,hot,matmul,gpu,float32,32,1024,4096,none,10,6.652,0.6652,0,0,10
matmul,2,hot,matmul,cpu,float32,128,16384,65536,none,3,575.07495,191.69165,0,0,0
matmul,2,cold,matmul,gpu,float32,128,16384,65536,none,1,1.2019999,1.2019999,0,0,1
matmul,2,hot,matmul,gpu,float32,128,16384,65536,none,3,1.767,0.589,0,0,3
matmul,2,hot,matmul,cpu,float32,512,262144,1048576,none,1,12278.969,12278.969,0,0,0
