family,process,phase,backend,batch,iterations,elapsed_ms,per_iteration_ms,observation,uploads,downloads,compute_passes
mlp,1,construction,cpu,4,5,1.671,0.3342,none,0,0,0
mlp,1,forward_cold,cpu,4,1,1.123,1.123,none,0,0,0
mlp,1,forward_hot,cpu,4,3,3.1959999,1.0653332,none,0,0,0
mlp,1,backward_cold,cpu,4,1,2.165,2.165,none,0,0,0
mlp,1,backward_hot,cpu,4,3,6.42,2.14,none,0,0,0
mlp,1,step_sgd,cpu,4,3,3.697,1.2323333,none,0,0,0
mlp,1,step_adam,cpu,4,3,16.727001,5.575667,none,0,0,0
mlp,1,loss_read,cpu,4,1,0.004,0.004,every_step,0,0,0
mlp,1,step_resident,cpu,4,3,27.883001,9.294333,spaced,0,0,0
mlp,1,forward_cold,gpu,4,1,4.097,4.097,none,0,0,5
mlp,1,forward_hot,gpu,4,3,8.832,2.944,none,0,0,15
mlp,1,backward_cold,gpu,4,1,19.315,19.315,none,0,0,33
mlp,1,backward_hot,gpu,4,3,57.541996,19.180666,none,0,0,99
mlp,1,step_sgd,gpu,4,3,21.329998,7.109999,none,0,0,40
mlp,1,step_adam,gpu,4,3,95.035,31.678335,none,0,0,192
mlp,1,loss_read,gpu,4,1,0.21,0.21,every_step,0,1,0
mlp,1,step_resident,gpu,4,3,194.028,64.676,spaced,0,0,333
mlp,1,step_end_to_end,gpu,4,1,43.717,43.717,every_step,6,5,55
mlp,1,construction,cpu,16,5,2.45,0.49,none,0,0,0
mlp,1,forward_cold,cpu,16,1,4.099,4.099,none,0,0,0
mlp,1,forward_hot,cpu,16,3,12.212,4.070667,none,0,0,0
mlp,1,backward_cold,cpu,16,1,6.836,6.836,none,0,0,0
mlp,1,backward_hot,cpu,16,3,20.497002,6.832334,none,0,0,0
mlp,1,step_sgd,cpu,16,3,4.71,1.57,none,0,0,0
mlp,1,step_adam,cpu,16,3,21.429998,7.143333,none,0,0,0
mlp,1,loss_read,cpu,16,1,0.007,0.007,every_step,0,0,0
mlp,1,step_resident,cpu,16,3,56.334,18.778,spaced,0,0,0
mlp,1,forward_cold,gpu,16,1,4.137,4.137,none,0,0,5
mlp,1,forward_hot,gpu,16,3,9.84,3.28,none,0,0,15
mlp,1,backward_cold,gpu,16,1,20.379,20.379,none,0,0,33
mlp,1,backward_hot,gpu,16,3,61.236,20.412,none,0,0,99
mlp,1,step_sgd,gpu,16,3,25.788,8.596,none,0,0,40
mlp,1,step_adam,gpu,16,3,109.315994,36.438663,none,0,0,192
mlp,1,loss_read,gpu,16,1,0.237,0.237,every_step,0,1,0
mlp,1,step_resident,gpu,16,3,207.32901,69.10967,spaced,0,0,333
mlp,1,step_end_to_end,gpu,16,1,45.859,45.859,every_step,6,5,55
mlp,1,construction,cpu,64,5,3.805,0.76100004,none,0,0,0
mlp,1,forward_cold,cpu,64,1,15.9869995,15.9869995,none,0,0,0
mlp,1,forward_hot,cpu,64,3,48.358997,16.119665,none,0,0,0
mlp,1,backward_cold,cpu,64,1,23.16,23.16,none,0,0,0
mlp,1,backward_hot,cpu,64,3,69.398,23.132668,none,0,0,0
mlp,1,step_sgd,cpu,64,3,6.665,2.2216666,none,0,0,0
mlp,1,step_adam,cpu,64,3,26.884,8.961333,none,0,0,0
mlp,1,loss_read,cpu,64,1,0.01,0.01,every_step,0,0,0
mlp,1,step_resident,cpu,64,3,147.173,49.057667,spaced,0,0,0
mlp,1,forward_cold,gpu,64,1,4.605,4.605,none,0,0,5
mlp,1,forward_hot,gpu,64,3,11.188001,3.7293336,none,0,0,15
mlp,1,backward_cold,gpu,64,1,23.668001,23.668001,none,0,0,33
mlp,1,backward_hot,gpu,64,3,70.614006,23.538002,none,0,0,99
mlp,1,step_sgd,gpu,64,3,30.607998,10.202666,none,0,0,40
mlp,1,step_adam,gpu,64,3,136.615,45.538334,none,0,0,192
mlp,1,loss_read,gpu,64,1,0.278,0.278,every_step,0,1,0
mlp,1,step_resident,gpu,64,3,238.299,79.433,spaced,0,0,333
mlp,1,step_end_to_end,gpu,64,1,54.758,54.758,every_step,6,5,55
mlp,2,construction,cpu,4,5,1.712,0.3424,none,0,0,0
mlp,2,forward_cold,cpu,4,1,1.078,1.078,none,0,0,0
mlp,2,forward_hot,cpu,4,3,3.2210002,1.0736667,none,0,0,0
mlp,2,backward_cold,cpu,4,1,2.064,2.064,none,0,0,0
mlp,2,backward_hot,cpu,4,3,6.213,2.0709999,none,0,0,0
mlp,2,step_sgd,cpu,4,3,3.697,1.2323333,none,0,0,0
mlp,2,step_adam,cpu,4,3,16.821999,5.6073327,none,0,0,0
mlp,2,loss_read,cpu,4,1,0.004,0.004,every_step,0,0,0
mlp,2,step_resident,cpu,4,3,27.970999,9.323667,spaced,0,0,0
mlp,2,forward_cold,gpu,4,1,4.099,4.099,none,0,0,5
mlp,2,forward_hot,gpu,4,3,9.269,3.0896666,none,0,0,15
mlp,2,backward_cold,gpu,4,1,18.771,18.771,none,0,0,33
mlp,2,backward_hot,gpu,4,3,51.393997,17.131332,none,0,0,99
mlp,2,step_sgd,gpu,4,3,20.829,6.9430003,none,0,0,40
mlp,2,step_adam,gpu,4,3,97.146996,32.38233,none,0,0,192
mlp,2,loss_read,gpu,4,1,0.192,0.192,every_step,0,1,0
mlp,2,step_resident,gpu,4,3,169.498,56.499332,spaced,0,0,333
mlp,2,step_end_to_end,gpu,4,1,38.413,38.413,every_step,6,5,55
mlp,2,construction,cpu,16,5,2.569,0.5138,none,0,0,0
mlp,2,forward_cold,cpu,16,1,4.263,4.263,none,0,0,0
mlp,2,forward_hot,cpu,16,3,12.398,4.1326666,none,0,0,0
mlp,2,backward_cold,cpu,16,1,6.884,6.884,none,0,0,0
mlp,2,backward_hot,cpu,16,3,20.638,6.8793335,none,0,0,0
mlp,2,step_sgd,cpu,16,3,4.737,1.579,none,0,0,0
mlp,2,step_adam,cpu,16,3,21.203001,7.067667,none,0,0,0
mlp,2,loss_read,cpu,16,1,0.007,0.007,every_step,0,0,0
mlp,2,step_resident,cpu,16,3,56.643,18.881,spaced,0,0,0
mlp,2,forward_cold,gpu,16,1,4.025,4.025,none,0,0,5
mlp,2,forward_hot,gpu,16,3,9.503,3.1676667,none,0,0,15
mlp,2,backward_cold,gpu,16,1,18.764,18.764,none,0,0,33
mlp,2,backward_hot,gpu,16,3,54.282,18.094,none,0,0,99
mlp,2,step_sgd,gpu,16,3,25.582,8.527333,none,0,0,40
mlp,2,step_adam,gpu,16,3,120.591,40.197002,none,0,0,192
mlp,2,loss_read,gpu,16,1,0.25,0.25,every_step,0,1,0
mlp,2,step_resident,gpu,16,3,223.286,74.428665,spaced,0,0,333
mlp,2,step_end_to_end,gpu,16,1,48.635,48.635,every_step,6,5,55
mlp,2,construction,cpu,64,5,3.702,0.74039996,none,0,0,0
mlp,2,forward_cold,cpu,64,1,16.039001,16.039001,none,0,0,0
mlp,2,forward_hot,cpu,64,3,47.752,15.917333,none,0,0,0
mlp,2,backward_cold,cpu,64,1,23.211,23.211,none,0,0,0
mlp,2,backward_hot,cpu,64,3,69.326,23.108665,none,0,0,0
mlp,2,step_sgd,cpu,64,3,5.899,1.9663334,none,0,0,0
mlp,2,step_adam,cpu,64,3,26.013002,8.6710005,none,0,0,0
mlp,2,loss_read,cpu,64,1,0.011,0.011,every_step,0,0,0
mlp,2,step_resident,cpu,64,3,147.506,49.168667,spaced,0,0,0
mlp,2,forward_cold,gpu,64,1,4.815,4.815,none,0,0,5
mlp,2,forward_hot,gpu,64,3,11.445,3.8149998,none,0,0,15
mlp,2,backward_cold,gpu,64,1,23.745,23.745,none,0,0,33
mlp,2,backward_hot,gpu,64,3,71.938995,23.979666,none,0,0,99
mlp,2,step_sgd,gpu,64,3,30.121,10.040334,none,0,0,40
mlp,2,step_adam,gpu,64,3,132.604,44.201336,none,0,0,192
mlp,2,loss_read,gpu,64,1,0.267,0.267,every_step,0,1,0
mlp,2,step_resident,gpu,64,3,246.76999,82.25666,spaced,0,0,333
mlp,2,step_end_to_end,gpu,64,1,50.494,50.494,every_step,6,5,55
mlp,3,construction,cpu,4,5,1.615,0.323,none,0,0,0
mlp,3,forward_cold,cpu,4,1,1.054,1.054,none,0,0,0
mlp,3,forward_hot,cpu,4,3,3.116,1.0386666,none,0,0,0
mlp,3,backward_cold,cpu,4,1,2.013,2.013,none,0,0,0
mlp,3,backward_hot,cpu,4,3,6.078,2.026,none,0,0,0
mlp,3,step_sgd,cpu,4,3,3.709,1.2363334,none,0,0,0
mlp,3,step_adam,cpu,4,3,16.457,5.4856668,none,0,0,0
mlp,3,loss_read,cpu,4,1,0.004,0.004,every_step,0,0,0
mlp,3,step_resident,cpu,4,3,27.333,9.111,spaced,0,0,0
mlp,3,forward_cold,gpu,4,1,4.158,4.158,none,0,0,5
mlp,3,forward_hot,gpu,4,3,8.873,2.9576666,none,0,0,15
mlp,3,backward_cold,gpu,4,1,20.297,20.297,none,0,0,33
mlp,3,backward_hot,gpu,4,3,58.619,19.539667,none,0,0,99
mlp,3,step_sgd,gpu,4,3,22.72,7.5733333,none,0,0,40
mlp,3,step_adam,gpu,4,3,100.840004,33.613335,none,0,0,192
mlp,3,loss_read,gpu,4,1,0.196,0.196,every_step,0,1,0
mlp,3,step_resident,gpu,4,3,196.13101,65.37701,spaced,0,0,333
mlp,3,step_end_to_end,gpu,4,1,46.264,46.264,every_step,6,5,55
mlp,3,construction,cpu,16,5,2.532,0.5064,none,0,0,0
mlp,3,forward_cold,cpu,16,1,4.303,4.303,none,0,0,0
mlp,3,forward_hot,cpu,16,3,12.405,4.1349998,none,0,0,0
mlp,3,backward_cold,cpu,16,1,6.7949996,6.7949996,none,0,0,0
mlp,3,backward_hot,cpu,16,3,20.647,6.8823333,none,0,0,0
mlp,3,step_sgd,cpu,16,3,4.664,1.5546666,none,0,0,0
mlp,3,step_adam,cpu,16,3,20.916,6.972,none,0,0,0
mlp,3,loss_read,cpu,16,1,0.008,0.008,every_step,0,0,0
mlp,3,step_resident,cpu,16,3,56.246998,18.748999,spaced,0,0,0
mlp,3,forward_cold,gpu,16,1,4.5230002,4.5230002,none,0,0,5
mlp,3,forward_hot,gpu,16,3,9.672,3.224,none,0,0,15
mlp,3,backward_cold,gpu,16,1,20.216,20.216,none,0,0,33
mlp,3,backward_hot,gpu,16,3,59.273,19.757666,none,0,0,99
mlp,3,step_sgd,gpu,16,3,28.047998,9.349333,none,0,0,40
mlp,3,step_adam,gpu,16,3,116.155,38.718334,none,0,0,192
mlp,3,loss_read,gpu,16,1,0.243,0.243,every_step,0,1,0
mlp,3,step_resident,gpu,16,3,218.576,72.858665,spaced,0,0,333
mlp,3,step_end_to_end,gpu,16,1,47.954002,47.954002,every_step,6,5,55
mlp,3,construction,cpu,64,5,3.8960001,0.7792,none,0,0,0
mlp,3,forward_cold,cpu,64,1,16.157999,16.157999,none,0,0,0
mlp,3,forward_hot,cpu,64,3,47.986,15.995334,none,0,0,0
mlp,3,backward_cold,cpu,64,1,22.678001,22.678001,none,0,0,0
mlp,3,backward_hot,cpu,64,3,67.671,22.557,none,0,0,0
mlp,3,step_sgd,cpu,64,3,5.756,1.9186667,none,0,0,0
mlp,3,step_adam,cpu,64,3,25.630001,8.543334,none,0,0,0
mlp,3,loss_read,cpu,64,1,0.01,0.01,every_step,0,0,0
mlp,3,step_resident,cpu,64,3,144.29399,48.097996,spaced,0,0,0
mlp,3,forward_cold,gpu,64,1,4.631,4.631,none,0,0,5
mlp,3,forward_hot,gpu,64,3,10.941,3.647,none,0,0,15
mlp,3,backward_cold,gpu,64,1,19.875,19.875,none,0,0,33
mlp,3,backward_hot,gpu,64,3,68.342,22.780668,none,0,0,99
mlp,3,step_sgd,gpu,64,3,28.747,9.582334,none,0,0,40
mlp,3,step_adam,gpu,64,3,130.66399,43.55466,none,0,0,192
mlp,3,loss_read,gpu,64,1,0.266,0.266,every_step,0,1,0
mlp,3,step_resident,gpu,64,3,237.90701,79.30234,spaced,0,0,333
mlp,3,step_end_to_end,gpu,64,1,50.911003,50.911003,every_step,6,5,55
mlp,4,construction,cpu,4,5,1.663,0.3326,none,0,0,0
mlp,4,forward_cold,cpu,4,1,1.053,1.053,none,0,0,0
mlp,4,forward_hot,cpu,4,3,3.113,1.0376667,none,0,0,0
mlp,4,backward_cold,cpu,4,1,2.0149999,2.0149999,none,0,0,0
mlp,4,backward_hot,cpu,4,3,6.067,2.0223334,none,0,0,0
mlp,4,step_sgd,cpu,4,3,3.579,1.193,none,0,0,0
mlp,4,step_adam,cpu,4,3,16.187,5.3956666,none,0,0,0
mlp,4,loss_read,cpu,4,1,0.004,0.004,every_step,0,0,0
mlp,4,step_resident,cpu,4,3,26.516,8.838667,spaced,0,0,0
mlp,4,forward_cold,gpu,4,1,4.236,4.236,none,0,0,5
mlp,4,forward_hot,gpu,4,3,8.769,2.923,none,0,0,15
mlp,4,backward_cold,gpu,4,1,18.609001,18.609001,none,0,0,33
mlp,4,backward_hot,gpu,4,3,53.805,17.935,none,0,0,99
mlp,4,step_sgd,gpu,4,3,21.465,7.155,none,0,0,40
mlp,4,step_adam,gpu,4,3,96.892,32.297333,none,0,0,192
mlp,4,loss_read,gpu,4,1,0.237,0.237,every_step,0,1,0
mlp,4,step_resident,gpu,4,3,170.866,56.955334,spaced,0,0,333
mlp,4,step_end_to_end,gpu,4,1,39.343,39.343,every_step,6,5,55
mlp,4,construction,cpu,16,5,2.398,0.4796,none,0,0,0
mlp,4,forward_cold,cpu,16,1,4.088,4.088,none,0,0,0
mlp,4,forward_hot,cpu,16,3,12.233999,4.0779996,none,0,0,0
mlp,4,backward_cold,cpu,16,1,6.672,6.672,none,0,0,0
mlp,4,backward_hot,cpu,16,3,19.715,6.5716667,none,0,0,0
mlp,4,step_sgd,cpu,16,3,4.4679995,1.4893332,none,0,0,0
mlp,4,step_adam,cpu,16,3,20.141,6.713667,none,0,0,0
mlp,4,loss_read,cpu,16,1,0.006,0.006,every_step,0,0,0
mlp,4,step_resident,cpu,16,3,54.117,18.039,spaced,0,0,0
mlp,4,forward_cold,gpu,16,1,4.267,4.267,none,0,0,5
mlp,4,forward_hot,gpu,16,3,11.499,3.833,none,0,0,15
mlp,4,backward_cold,gpu,16,1,19.87,19.87,none,0,0,33
mlp,4,backward_hot,gpu,16,3,56.635,18.878332,none,0,0,99
mlp,4,step_sgd,gpu,16,3,25.438,8.479333,none,0,0,40
mlp,4,step_adam,gpu,16,3,104.102,34.700665,none,0,0,192
mlp,4,loss_read,gpu,16,1,0.251,0.251,every_step,0,1,0
mlp,4,step_resident,gpu,16,3,193.57399,64.524666,spaced,0,0,333
mlp,4,step_end_to_end,gpu,16,1,45.44,45.44,every_step,6,5,55
mlp,4,construction,cpu,64,5,3.352,0.6704,none,0,0,0
mlp,4,forward_cold,cpu,64,1,15.724999,15.724999,none,0,0,0
mlp,4,forward_hot,cpu,64,3,48.042,16.014,none,0,0,0
mlp,4,backward_cold,cpu,64,1,22.272,22.272,none,0,0,0
mlp,4,backward_hot,cpu,64,3,67.149,22.383001,none,0,0,0
mlp,4,step_sgd,cpu,64,3,5.534,1.8446666,none,0,0,0
mlp,4,step_adam,cpu,64,3,24.349,8.116334,none,0,0,0
mlp,4,loss_read,cpu,64,1,0.009000001,0.009000001,every_step,0,0,0
mlp,4,step_resident,cpu,64,3,142.214,47.404667,spaced,0,0,0
mlp,4,forward_cold,gpu,64,1,6.254,6.254,none,0,0,5
mlp,4,forward_hot,gpu,64,3,13.463,4.4876666,none,0,0,15
mlp,4,backward_cold,gpu,64,1,29.983002,29.983002,none,0,0,33
mlp,4,backward_hot,gpu,64,3,73.409,24.469666,none,0,0,99
mlp,4,step_sgd,gpu,64,3,30.009,10.003,none,0,0,40
mlp,4,step_adam,gpu,64,3,139.962,46.654003,none,0,0,192
mlp,4,loss_read,gpu,64,1,0.284,0.284,every_step,0,1,0
mlp,4,step_resident,gpu,64,3,246.121,82.04034,spaced,0,0,333
mlp,4,step_end_to_end,gpu,64,1,54.634003,54.634003,every_step,6,5,55
mlp,5,construction,cpu,4,5,1.678,0.3356,none,0,0,0
mlp,5,forward_cold,cpu,4,1,1.1099999,1.1099999,none,0,0,0
mlp,5,forward_hot,cpu,4,3,3.219,1.0730001,none,0,0,0
mlp,5,backward_cold,cpu,4,1,2.141,2.141,none,0,0,0
mlp,5,backward_hot,cpu,4,3,6.29,2.0966666,none,0,0,0
mlp,5,step_sgd,cpu,4,3,3.742,1.2473334,none,0,0,0
mlp,5,step_adam,cpu,4,3,16.212,5.404,none,0,0,0
mlp,5,loss_read,cpu,4,1,0.004,0.004,every_step,0,0,0
mlp,5,step_resident,cpu,4,3,26.848,8.949333,spaced,0,0,0
mlp,5,forward_cold,gpu,4,1,3.492,3.492,none,0,0,5
mlp,5,forward_hot,gpu,4,3,11.973001,3.9910002,none,0,0,15
mlp,5,backward_cold,gpu,4,1,19.470001,19.470001,none,0,0,33
mlp,5,backward_hot,gpu,4,3,51.237,17.079,none,0,0,99
mlp,5,step_sgd,gpu,4,3,20.895998,6.9653325,none,0,0,40
mlp,5,step_adam,gpu,4,3,98.129005,32.709667,none,0,0,192
mlp,5,loss_read,gpu,4,1,0.222,0.222,every_step,0,1,0
mlp,5,step_resident,gpu,4,3,178.873,59.624332,spaced,0,0,333
mlp,5,step_end_to_end,gpu,4,1,39.486,39.486,every_step,6,5,55
mlp,5,construction,cpu,16,5,2.438,0.4876,none,0,0,0
mlp,5,forward_cold,cpu,16,1,4.0870004,4.0870004,none,0,0,0
mlp,5,forward_hot,cpu,16,3,12.103,4.034333,none,0,0,0
mlp,5,backward_cold,cpu,16,1,6.561,6.561,none,0,0,0
mlp,5,backward_hot,cpu,16,3,19.775,6.5916667,none,0,0,0
mlp,5,step_sgd,cpu,16,3,4.5360003,1.5120001,none,0,0,0
mlp,5,step_adam,cpu,16,3,20.252998,6.7509995,none,0,0,0
mlp,5,loss_read,cpu,16,1,0.006,0.006,every_step,0,0,0
mlp,5,step_resident,cpu,16,3,54.59,18.196667,spaced,0,0,0
mlp,5,forward_cold,gpu,16,1,6.2060003,6.2060003,none,0,0,5
mlp,5,forward_hot,gpu,16,3,11.101,3.7003334,none,0,0,15
mlp,5,backward_cold,gpu,16,1,22.971,22.971,none,0,0,33
mlp,5,backward_hot,gpu,16,3,65.142,21.713999,none,0,0,99
mlp,5,step_sgd,gpu,16,3,27.595,9.198333,none,0,0,40
mlp,5,step_adam,gpu,16,3,122.996,40.99867,none,0,0,192
mlp,5,loss_read,gpu,16,1,0.241,0.241,every_step,0,1,0
mlp,5,step_resident,gpu,16,3,211.473,70.491005,spaced,0,0,333
mlp,5,step_end_to_end,gpu,16,1,52.21,52.21,every_step,6,5,55
mlp,5,construction,cpu,64,5,3.786,0.7572,none,0,0,0
mlp,5,forward_cold,cpu,64,1,16.453,16.453,none,0,0,0
mlp,5,forward_hot,cpu,64,3,47.593998,15.864666,none,0,0,0
mlp,5,backward_cold,cpu,64,1,23.52,23.52,none,0,0,0
mlp,5,backward_hot,cpu,64,3,69.145004,23.048334,none,0,0,0
mlp,5,step_sgd,cpu,64,3,5.7900004,1.9300002,none,0,0,0
mlp,5,step_adam,cpu,64,3,25.794,8.598001,none,0,0,0
mlp,5,loss_read,cpu,64,1,0.009000001,0.009000001,every_step,0,0,0
mlp,5,step_resident,cpu,64,3,152.01,50.67,spaced,0,0,0
mlp,5,forward_cold,gpu,64,1,6.9240003,6.9240003,none,0,0,5
mlp,5,forward_hot,gpu,64,3,12.24,4.08,none,0,0,15
mlp,5,backward_cold,gpu,64,1,27.166,27.166,none,0,0,33
mlp,5,backward_hot,gpu,64,3,76.016,25.338667,none,0,0,99
mlp,5,step_sgd,gpu,64,3,31.501003,10.500335,none,0,0,40
mlp,5,step_adam,gpu,64,3,147.801,49.267,none,0,0,192
mlp,5,loss_read,gpu,64,1,0.266,0.266,every_step,0,1,0
mlp,5,step_resident,gpu,64,3,271.211,90.40366,spaced,0,0,333
mlp,5,step_end_to_end,gpu,64,1,59.108,59.108,every_step,6,5,55
cnn,1,construction,cpu,1,5,1.391,0.2782,none,0,0,0
cnn,1,forward_cold,cpu,1,1,0.329,0.329,none,0,0,0
cnn,1,forward_hot,cpu,1,3,0.77500004,0.25833336,none,0,0,0
cnn,1,backward_cold,cpu,1,1,1.013,1.013,none,0,0,0
cnn,1,backward_hot,cpu,1,3,2.934,0.978,none,0,0,0
cnn,1,step_sgd,cpu,1,3,1.372,0.45733333,none,0,0,0
cnn,1,step_adam,cpu,1,3,5.995,1.9983333,none,0,0,0
cnn,1,loss_read,cpu,1,1,0.004,0.004,every_step,0,0,0
cnn,1,step_resident,cpu,1,3,11.197,3.7323332,spaced,0,0,0
cnn,1,forward_cold,gpu,1,1,5.295,5.295,none,0,0,6
cnn,1,forward_hot,gpu,1,3,11.753,3.9176667,none,0,0,18
cnn,1,backward_cold,gpu,1,1,18.226,18.226,none,0,0,32
cnn,1,backward_hot,gpu,1,3,54.697,18.232332,none,0,0,96
cnn,1,step_sgd,gpu,1,3,23.911,7.970333,none,0,0,40
cnn,1,step_adam,gpu,1,3,108.917,36.305668,none,0,0,192
cnn,1,loss_read,gpu,1,1,0.22299999,0.22299999,every_step,0,1,0
cnn,1,step_resident,gpu,1,3,191.03201,63.677338,spaced,0,0,333
cnn,1,step_end_to_end,gpu,1,1,43.473003,43.473003,every_step,6,5,55
cnn,1,construction,cpu,4,5,2.308,0.4616,none,0,0,0
cnn,1,forward_cold,cpu,4,1,0.852,0.852,none,0,0,0
cnn,1,forward_hot,cpu,4,3,2.46,0.82,none,0,0,0
cnn,1,backward_cold,cpu,4,1,2.347,2.347,none,0,0,0
cnn,1,backward_hot,cpu,4,3,6.7409997,2.247,none,0,0,0
cnn,1,step_sgd,cpu,4,3,2.094,0.698,none,0,0,0
cnn,1,step_adam,cpu,4,3,9.297,3.099,none,0,0,0
cnn,1,loss_read,cpu,4,1,0.006,0.006,every_step,0,0,0
cnn,1,step_resident,cpu,4,3,20.432999,6.8109994,spaced,0,0,0
cnn,1,forward_cold,gpu,4,1,6.029,6.029,none,0,0,6
cnn,1,forward_hot,gpu,4,3,13.506,4.502,none,0,0,18
cnn,1,backward_cold,gpu,4,1,21.039,21.039,none,0,0,32
cnn,1,backward_hot,gpu,4,3,62.495,20.831667,none,0,0,96
cnn,1,step_sgd,gpu,4,3,26.406,8.802,none,0,0,40
cnn,1,step_adam,gpu,4,3,128.162,42.72067,none,0,0,192
cnn,1,loss_read,gpu,4,1,0.252,0.252,every_step,0,1,0
cnn,1,step_resident,gpu,4,3,212.78,70.92667,spaced,0,0,333
cnn,1,step_end_to_end,gpu,4,1,52.871,52.871,every_step,6,5,55
cnn,1,construction,cpu,16,5,3.3170002,0.66340005,none,0,0,0
cnn,1,forward_cold,cpu,16,1,2.614,2.614,none,0,0,0
