family,process,phase,backend,batch,iterations,elapsed_ms,per_iteration_ms,observation,uploads,downloads,compute_passes
mlp,2,backward_cold,gpu,4,1,18.524,18.524,none,0,0,33
mlp,2,backward_hot,gpu,4,3,51.613003,17.204334,none,0,0,99
mlp,2,step_sgd,gpu,4,3,18.938002,6.3126674,none,0,0,40
mlp,2,step_adam,gpu,4,3,96.805,32.268333,none,0,0,192
mlp,2,loss_read,gpu,4,1,0.191,0.191,every_step,0,1,0
mlp,2,step_resident,gpu,4,3,168.905,56.301666,spaced,0,0,333
mlp,2,step_end_to_end,gpu,4,1,41.112,41.112,every_step,6,5,55
mlp,2,construction,cpu,16,5,2.3630002,0.47260004,none,0,0,0
mlp,2,forward_cold,cpu,16,1,4.065,4.065,none,0,0,0
mlp,2,forward_hot,cpu,16,3,12.11,4.0366664,none,0,0,0
mlp,2,backward_cold,cpu,16,1,6.6089997,6.6089997,none,0,0,0
mlp,2,backward_hot,cpu,16,3,19.959,6.653,none,0,0,0
mlp,2,step_sgd,cpu,16,3,4.538,1.5126667,none,0,0,0
mlp,2,step_adam,cpu,16,3,20.439,6.8129997,none,0,0,0
mlp,2,loss_read,cpu,16,1,0.007,0.007,every_step,0,0,0
mlp,2,step_resident,cpu,16,3,54.624,18.208,spaced,0,0,0
mlp,2,forward_cold,gpu,16,1,3.449,3.449,none,0,0,5
mlp,2,forward_hot,gpu,16,3,8.444,2.8146667,none,0,0,15
mlp,2,backward_cold,gpu,16,1,18.109999,18.109999,none,0,0,33
mlp,2,backward_hot,gpu,16,3,53.313004,17.771002,none,0,0,99
mlp,2,step_sgd,gpu,16,3,23.554,7.8513336,none,0,0,40
mlp,2,step_adam,gpu,16,3,106.354996,35.451664,none,0,0,192
mlp,2,loss_read,gpu,16,1,0.233,0.233,every_step,0,1,0
mlp,2,step_resident,gpu,16,3,193.54599,64.51533,spaced,0,0,333
mlp,2,step_end_to_end,gpu,16,1,41.385,41.385,every_step,6,5,55
mlp,2,construction,cpu,64,5,3.662,0.7324,none,0,0,0
mlp,2,forward_cold,cpu,64,1,15.805,15.805,none,0,0,0
mlp,2,forward_hot,cpu,64,3,47.357998,15.785999,none,0,0,0
mlp,2,backward_cold,cpu,64,1,22.55,22.55,none,0,0,0
mlp,2,backward_hot,cpu,64,3,67.543,22.514334,none,0,0,0
mlp,2,step_sgd,cpu,64,3,5.5889997,1.8629999,none,0,0,0
mlp,2,step_adam,cpu,64,3,25.493998,8.497999,none,0,0,0
mlp,2,loss_read,cpu,64,1,0.01,0.01,every_step,0,0,0
mlp,2,step_resident,cpu,64,3,143.759,47.919666,spaced,0,0,0
mlp,2,forward_cold,gpu,64,1,4.071,4.071,none,0,0,5
mlp,2,forward_hot,gpu,64,3,10.187,3.3956668,none,0,0,15
mlp,2,backward_cold,gpu,64,1,20.823,20.823,none,0,0,33
mlp,2,backward_hot,gpu,64,3,63.63,21.210001,none,0,0,99
mlp,2,step_sgd,gpu,64,3,27.217001,9.072333,none,0,0,40
mlp,2,step_adam,gpu,64,3,141.658,47.219334,none,0,0,192
mlp,2,loss_read,gpu,64,1,0.281,0.281,every_step,0,1,0
mlp,2,step_resident,gpu,64,3,237.983,79.32767,spaced,0,0,333
mlp,2,step_end_to_end,gpu,64,1,52.842,52.842,every_step,6,5,55
mlp,3,construction,cpu,4,5,1.635,0.327,none,0,0,0
mlp,3,forward_cold,cpu,4,1,1.123,1.123,none,0,0,0
mlp,3,forward_hot,cpu,4,3,3.285,1.095,none,0,0,0
mlp,3,backward_cold,cpu,4,1,2.137,2.137,none,0,0,0
mlp,3,backward_hot,cpu,4,3,6.43,2.1433332,none,0,0,0
mlp,3,step_sgd,cpu,4,3,3.751,1.2503333,none,0,0,0
mlp,3,step_adam,cpu,4,3,16.392,5.464,none,0,0,0
mlp,3,loss_read,cpu,4,1,0.003,0.003,every_step,0,0,0
mlp,3,step_resident,cpu,4,3,27.512001,9.170667,spaced,0,0,0
mlp,3,forward_cold,gpu,4,1,3.6160002,3.6160002,none,0,0,5
mlp,3,forward_hot,gpu,4,3,12.536,4.1786666,none,0,0,15
mlp,3,backward_cold,gpu,4,1,22.984,22.984,none,0,0,33
mlp,3,backward_hot,gpu,4,3,51.057,17.019,none,0,0,99
mlp,3,step_sgd,gpu,4,3,20.415998,6.8053327,none,0,0,40
mlp,3,step_adam,gpu,4,3,95.42501,31.808336,none,0,0,192
mlp,3,loss_read,gpu,4,1,0.208,0.208,every_step,0,1,0
mlp,3,step_resident,gpu,4,3,166.619,55.53967,spaced,0,0,333
mlp,3,step_end_to_end,gpu,4,1,40.649998,40.649998,every_step,6,5,55
mlp,3,construction,cpu,16,5,2.529,0.5058,none,0,0,0
mlp,3,forward_cold,cpu,16,1,4.291,4.291,none,0,0,0
mlp,3,forward_hot,cpu,16,3,12.655,4.2183332,none,0,0,0
mlp,3,backward_cold,cpu,16,1,6.646,6.646,none,0,0,0
mlp,3,backward_hot,cpu,16,3,20.341,6.780333,none,0,0,0
mlp,3,step_sgd,cpu,16,3,4.588,1.5293332,none,0,0,0
mlp,3,step_adam,cpu,16,3,20.396,6.7986665,none,0,0,0
mlp,3,loss_read,cpu,16,1,0.007,0.007,every_step,0,0,0
mlp,3,step_resident,cpu,16,3,54.674,18.224667,spaced,0,0,0
mlp,3,forward_cold,gpu,16,1,5.853,5.853,none,0,0,5
mlp,3,forward_hot,gpu,16,3,13.035999,4.345333,none,0,0,15
mlp,3,backward_cold,gpu,16,1,23.154,23.154,none,0,0,33
mlp,3,backward_hot,gpu,16,3,58.986,19.662,none,0,0,99
mlp,3,step_sgd,gpu,16,3,22.940998,7.6469994,none,0,0,40
mlp,3,step_adam,gpu,16,3,112.802,37.600666,none,0,0,192
mlp,3,loss_read,gpu,16,1,0.218,0.218,every_step,0,1,0
mlp,3,step_resident,gpu,16,3,186.975,62.325,spaced,0,0,333
mlp,3,step_end_to_end,gpu,16,1,44.974,44.974,every_step,6,5,55
mlp,3,construction,cpu,64,5,3.591,0.7182,none,0,0,0
mlp,3,forward_cold,cpu,64,1,15.714999,15.714999,none,0,0,0
mlp,3,forward_hot,cpu,64,3,46.9,15.633334,none,0,0,0
mlp,3,backward_cold,cpu,64,1,22.396,22.396,none,0,0,0
mlp,3,backward_hot,cpu,64,3,67.293,22.431,none,0,0,0
mlp,3,step_sgd,cpu,64,3,5.534,1.8446666,none,0,0,0
mlp,3,step_adam,cpu,64,3,25.096,8.365334,none,0,0,0
mlp,3,loss_read,cpu,64,1,0.009000001,0.009000001,every_step,0,0,0
mlp,3,step_resident,cpu,64,3,143.893,47.964336,spaced,0,0,0
mlp,3,forward_cold,gpu,64,1,4.635,4.635,none,0,0,5
mlp,3,forward_hot,gpu,64,3,10.631,3.5436666,none,0,0,15
mlp,3,backward_cold,gpu,64,1,22.292,22.292,none,0,0,33
mlp,3,backward_hot,gpu,64,3,68.626,22.875334,none,0,0,99
mlp,3,step_sgd,gpu,64,3,27.608,9.202666,none,0,0,40
mlp,3,step_adam,gpu,64,3,121.675,40.558334,none,0,0,192
mlp,3,loss_read,gpu,64,1,0.235,0.235,every_step,0,1,0
mlp,3,step_resident,gpu,64,3,225.707,75.235664,spaced,0,0,333
mlp,3,step_end_to_end,gpu,64,1,48.921,48.921,every_step,6,5,55
mlp,4,construction,cpu,4,5,1.48,0.296,none,0,0,0
mlp,4,forward_cold,cpu,4,1,1.0519999,1.0519999,none,0,0,0
mlp,4,forward_hot,cpu,4,3,3.1000001,1.0333334,none,0,0,0
mlp,4,backward_cold,cpu,4,1,2.072,2.072,none,0,0,0
mlp,4,backward_hot,cpu,4,3,6.097,2.0323334,none,0,0,0
mlp,4,step_sgd,cpu,4,3,3.676,1.2253333,none,0,0,0
mlp,4,step_adam,cpu,4,3,16.712,5.570667,none,0,0,0
mlp,4,loss_read,cpu,4,1,0.005,0.005,every_step,0,0,0
mlp,4,step_resident,cpu,4,3,27.414,9.138,spaced,0,0,0
mlp,4,forward_cold,gpu,4,1,3.7380002,3.7380002,none,0,0,5
mlp,4,forward_hot,gpu,4,3,11.277,3.759,none,0,0,15
mlp,4,backward_cold,gpu,4,1,18.671,18.671,none,0,0,33
mlp,4,backward_hot,gpu,4,3,48.636,16.212,none,0,0,99
mlp,4,step_sgd,gpu,4,3,20.272,6.7573333,none,0,0,40
mlp,4,step_adam,gpu,4,3,93.547005,31.182335,none,0,0,192
mlp,4,loss_read,gpu,4,1,0.401,0.401,every_step,0,1,0
mlp,4,step_resident,gpu,4,3,174.983,58.327667,spaced,0,0,333
mlp,4,step_end_to_end,gpu,4,1,39.565998,39.565998,every_step,6,5,55
mlp,4,construction,cpu,16,5,2.543,0.5086,none,0,0,0
mlp,4,forward_cold,cpu,16,1,4.092,4.092,none,0,0,0
mlp,4,forward_hot,cpu,16,3,12.284,4.094667,none,0,0,0
mlp,4,backward_cold,cpu,16,1,6.796,6.796,none,0,0,0
mlp,4,backward_hot,cpu,16,3,20.258,6.7526665,none,0,0,0
mlp,4,step_sgd,cpu,16,3,4.6429996,1.5476665,none,0,0,0
mlp,4,step_adam,cpu,16,3,20.629,6.876333,none,0,0,0
mlp,4,loss_read,cpu,16,1,0.007,0.007,every_step,0,0,0
mlp,4,step_resident,cpu,16,3,55.71,18.57,spaced,0,0,0
mlp,4,forward_cold,gpu,16,1,4.132,4.132,none,0,0,5
mlp,4,forward_hot,gpu,16,3,9.448,3.1493332,none,0,0,15
mlp,4,backward_cold,gpu,16,1,21.452,21.452,none,0,0,33
mlp,4,backward_hot,gpu,16,3,52.626,17.542,none,0,0,99
mlp,4,step_sgd,gpu,16,3,24.118,8.039333,none,0,0,40
mlp,4,step_adam,gpu,16,3,105.7,35.233334,none,0,0,192
mlp,4,loss_read,gpu,16,1,0.255,0.255,every_step,0,1,0
mlp,4,step_resident,gpu,16,3,190.504,63.50133,spaced,0,0,333
mlp,4,step_end_to_end,gpu,16,1,44.509003,44.509003,every_step,6,5,55
mlp,4,construction,cpu,64,5,3.7819998,0.7564,none,0,0,0
mlp,4,forward_cold,cpu,64,1,15.741,15.741,none,0,0,0
mlp,4,forward_hot,cpu,64,3,46.88,15.626667,none,0,0,0
mlp,4,backward_cold,cpu,64,1,22.519,22.519,none,0,0,0
mlp,4,backward_hot,cpu,64,3,67.599,22.532999,none,0,0,0
mlp,4,step_sgd,cpu,64,3,5.683,1.8943334,none,0,0,0
mlp,4,step_adam,cpu,64,3,25.722,8.574,none,0,0,0
mlp,4,loss_read,cpu,64,1,0.01,0.01,every_step,0,0,0
mlp,4,step_resident,cpu,64,3,144.748,48.249332,spaced,0,0,0
mlp,4,forward_cold,gpu,64,1,3.918,3.918,none,0,0,5
mlp,4,forward_hot,gpu,64,3,10.168,3.3893335,none,0,0,15
mlp,4,backward_cold,gpu,64,1,22.759,22.759,none,0,0,33
mlp,4,backward_hot,gpu,64,3,67.054,22.351334,none,0,0,99
mlp,4,step_sgd,gpu,64,3,27.244001,9.081334,none,0,0,40
mlp,4,step_adam,gpu,64,3,130.095,43.365,none,0,0,192
mlp,4,loss_read,gpu,64,1,0.267,0.267,every_step,0,1,0
mlp,4,step_resident,gpu,64,3,230.543,76.847664,spaced,0,0,333
mlp,4,step_end_to_end,gpu,64,1,53.717,53.717,every_step,6,5,55
mlp,5,construction,cpu,4,5,1.694,0.3388,none,0,0,0
mlp,5,forward_cold,cpu,4,1,1.1439999,1.1439999,none,0,0,0
mlp,5,forward_hot,cpu,4,3,3.202,1.0673333,none,0,0,0
mlp,5,backward_cold,cpu,4,1,2.052,2.052,none,0,0,0
mlp,5,backward_hot,cpu,4,3,6.1809998,2.0603333,none,0,0,0
mlp,5,step_sgd,cpu,4,3,3.633,1.211,none,0,0,0
mlp,5,step_adam,cpu,4,3,16.61,5.536667,none,0,0,0
mlp,5,loss_read,cpu,4,1,0.004,0.004,every_step,0,0,0
mlp,5,step_resident,cpu,4,3,27.499,9.166333,spaced,0,0,0
mlp,5,forward_cold,gpu,4,1,3.9809997,3.9809997,none,0,0,5
mlp,5,forward_hot,gpu,4,3,11.111,3.7036667,none,0,0,15
mlp,5,backward_cold,gpu,4,1,20.201,20.201,none,0,0,33
mlp,5,backward_hot,gpu,4,3,54.781998,18.260666,none,0,0,99
mlp,5,step_sgd,gpu,4,3,21.951,7.317,none,0,0,40
mlp,5,step_adam,gpu,4,3,98.735,32.911667,none,0,0,192
mlp,5,loss_read,gpu,4,1,0.216,0.216,every_step,0,1,0
mlp,5,step_resident,gpu,4,3,165.069,55.023,spaced,0,0,333
mlp,5,step_end_to_end,gpu,4,1,40.824997,40.824997,every_step,6,5,55
mlp,5,construction,cpu,16,5,2.346,0.4692,none,0,0,0
mlp,5,forward_cold,cpu,16,1,4.2079997,4.2079997,none,0,0,0
mlp,5,forward_hot,cpu,16,3,12.661,4.2203336,none,0,0,0
mlp,5,backward_cold,cpu,16,1,6.7139997,6.7139997,none,0,0,0
mlp,5,backward_hot,cpu,16,3,20.29,6.763334,none,0,0,0
mlp,5,step_sgd,cpu,16,3,4.6039996,1.5346665,none,0,0,0
mlp,5,step_adam,cpu,16,3,20.795,6.931667,none,0,0,0
mlp,5,loss_read,cpu,16,1,0.007,0.007,every_step,0,0,0
mlp,5,step_resident,cpu,16,3,54.522,18.174,spaced,0,0,0
mlp,5,forward_cold,gpu,16,1,5.704,5.704,none,0,0,5
mlp,5,forward_hot,gpu,16,3,10.1119995,3.3706665,none,0,0,15
mlp,5,backward_cold,gpu,16,1,19.824,19.824,none,0,0,33
mlp,5,backward_hot,gpu,16,3,58.112003,19.370668,none,0,0,99
mlp,5,step_sgd,gpu,16,3,25.333,8.444333,none,0,0,40
mlp,5,step_adam,gpu,16,3,108.072,36.024,none,0,0,192
mlp,5,loss_read,gpu,16,1,0.24399999,0.24399999,every_step,0,1,0
mlp,5,step_resident,gpu,16,3,190.58,63.52667,spaced,0,0,333
mlp,5,step_end_to_end,gpu,16,1,45.46,45.46,every_step,6,5,55
mlp,5,construction,cpu,64,5,3.4129999,0.68259996,none,0,0,0
mlp,5,forward_cold,cpu,64,1,15.944,15.944,none,0,0,0
mlp,5,forward_hot,cpu,64,3,47.616,15.872001,none,0,0,0
mlp,5,backward_cold,cpu,64,1,22.666,22.666,none,0,0,0
mlp,5,backward_hot,cpu,64,3,67.185,22.394999,none,0,0,0
mlp,5,step_sgd,cpu,64,3,5.629,1.8763334,none,0,0,0
mlp,5,step_adam,cpu,64,3,25.192,8.397333,none,0,0,0
mlp,5,loss_read,cpu,64,1,0.01,0.01,every_step,0,0,0
mlp,5,step_resident,cpu,64,3,145.761,48.587,spaced,0,0,0
mlp,5,forward_cold,gpu,64,1,4.4570003,4.4570003,none,0,0,5
mlp,5,forward_hot,gpu,64,3,13.495,4.4983335,none,0,0,15
mlp,5,backward_cold,gpu,64,1,23.254,23.254,none,0,0,33
mlp,5,backward_hot,gpu,64,3,68.145,22.714998,none,0,0,99
mlp,5,step_sgd,gpu,64,3,26.567999,8.856,none,0,0,40
mlp,5,step_adam,gpu,64,3,122.505005,40.835003,none,0,0,192
mlp,5,loss_read,gpu,64,1,0.257,0.257,every_step,0,1,0
mlp,5,step_resident,gpu,64,3,240.384,80.128,spaced,0,0,333
mlp,5,step_end_to_end,gpu,64,1,48.551003,48.551003,every_step,6,5,55
cnn,1,construction,cpu,1,5,1.286,0.2572,none,0,0,0
cnn,1,forward_cold,cpu,1,1,0.297,0.297,none,0,0,0
cnn,1,forward_hot,cpu,1,3,0.72900003,0.24300002,none,0,0,0
cnn,1,backward_cold,cpu,1,1,0.93799996,0.93799996,none,0,0,0
cnn,1,backward_hot,cpu,1,3,2.685,0.895,none,0,0,0
cnn,1,step_sgd,cpu,1,3,1.233,0.411,none,0,0,0
cnn,1,step_adam,cpu,1,3,5.4680004,1.8226668,none,0,0,0
cnn,1,loss_read,cpu,1,1,0.003,0.003,every_step,0,0,0
cnn,1,step_resident,cpu,1,3,10.041,3.3470001,spaced,0,0,0
cnn,1,forward_cold,gpu,1,1,44.351,44.351,none,0,0,6
cnn,1,forward_hot,gpu,1,3,10.458,3.486,none,0,0,18
cnn,1,backward_cold,gpu,1,1,35.186,35.186,none,0,0,32
cnn,1,backward_hot,gpu,1,3,51.219,17.073,none,0,0,96
cnn,1,step_sgd,gpu,1,3,19.744999,6.5816665,none,0,0,40
cnn,1,step_adam,gpu,1,3,91.433,30.477667,none,0,0,192
cnn,1,loss_read,gpu,1,1,0.224,0.224,every_step,0,1,0
cnn,1,step_resident,gpu,1,3,162.404,54.13467,spaced,0,0,333
cnn,1,step_end_to_end,gpu,1,1,38.397,38.397,every_step,6,5,55
cnn,1,construction,cpu,4,5,2.1069999,0.42139998,none,0,0,0
cnn,1,forward_cold,cpu,4,1,0.805,0.805,none,0,0,0
cnn,1,forward_hot,cpu,4,3,2.317,0.7723333,none,0,0,0
cnn,1,backward_cold,cpu,4,1,2.2,2.2,none,0,0,0
cnn,1,backward_hot,cpu,4,3,6.59,2.1966667,none,0,0,0
cnn,1,step_sgd,cpu,4,3,2.043,0.681,none,0,0,0
cnn,1,step_adam,cpu,4,3,9.114,3.038,none,0,0,0
cnn,1,loss_read,cpu,4,1,0.005,0.005,every_step,0,0,0
cnn,1,step_resident,cpu,4,3,19.948,6.6493335,spaced,0,0,0
cnn,1,forward_cold,gpu,4,1,4.714,4.714,none,0,0,6
cnn,1,forward_hot,gpu,4,3,12.648001,4.216,none,0,0,18
cnn,1,backward_cold,gpu,4,1,19.313,19.313,none,0,0,32
cnn,1,backward_hot,gpu,4,3,65.937996,21.979332,none,0,0,96
cnn,1,step_sgd,gpu,4,3,26.241001,8.747001,none,0,0,40
cnn,1,step_adam,gpu,4,3,116.711006,38.903667,none,0,0,192
cnn,1,loss_read,gpu,4,1,0.36,0.36,every_step,0,1,0
cnn,1,step_resident,gpu,4,3,208.643,69.54767,spaced,0,0,333
cnn,1,step_end_to_end,gpu,4,1,47.850002,47.850002,every_step,6,5,55
cnn,1,construction,cpu,16,5,3.474,0.6948,none,0,0,0
cnn,1,forward_cold,cpu,16,1,2.655,2.655,none,0,0,0
cnn,1,forward_hot,cpu,16,2,5.258,2.629,none,0,0,0
cnn,1,backward_cold,cpu,16,1,5.936,5.936,none,0,0,0
cnn,1,backward_hot,cpu,16,2,11.592,5.796,none,0,0,0
cnn,1,step_sgd,cpu,16,2,1.9519999,0.97599995,none,0,0,0
cnn,1,step_adam,cpu,16,2,9.213,4.6065,none,0,0,0
cnn,1,loss_read,cpu,16,1,0.009000001,0.009000001,every_step,0,0,0
cnn,1,step_resident,cpu,16,2,27.192,13.596,spaced,0,0,0
cnn,1,forward_cold,gpu,16,1,6.577,6.577,none,0,0,6
cnn,1,forward_hot,gpu,16,2,8.943,4.4715,none,0,0,12
cnn,1,backward_cold,gpu,16,1,23.039,23.039,none,0,0,32
cnn,1,backward_hot,gpu,16,2,48.738,24.369,none,0,0,64
cnn,1,step_sgd,gpu,16,2,21.606,10.803,none,0,0,24
cnn,1,step_adam,gpu,16,2,93.657005,46.828503,none,0,0,128
cnn,1,loss_read,gpu,16,1,0.287,0.287,every_step,0,1,0
cnn,1,step_resident,gpu,16,2,162.032,81.016,spaced,0,0,222
cnn,1,step_end_to_end,gpu,16,1,56.544,56.544,every_step,6,5,55
cnn,2,construction,cpu,1,5,1.436,0.2872,none,0,0,0
cnn,2,forward_cold,cpu,1,1,0.29200003,0.29200003,none,0,0,0
cnn,2,forward_hot,cpu,1,3,0.774,0.258,none,0,0,0
cnn,2,backward_cold,cpu,1,1,1.012,1.012,none,0,0,0
cnn,2,backward_hot,cpu,1,3,2.881,0.96033335,none,0,0,0
cnn,2,step_sgd,cpu,1,3,1.316,0.43866667,none,0,0,0
cnn,2,step_adam,cpu,1,3,5.919,1.973,none,0,0,0
cnn,2,loss_read,cpu,1,1,0.004,0.004,every_step,0,0,0
cnn,2,step_resident,cpu,1,3,10.755,3.585,spaced,0,0,0
cnn,2,forward_cold,gpu,1,1,4.1860003,4.1860003,none,0,0,6
cnn,2,forward_hot,gpu,1,3,9.577,3.1923332,none,0,0,18
cnn,2,backward_cold,gpu,1,1,22.052,22.052,none,0,0,32
cnn,2,backward_hot,gpu,1,3,51.89,17.296667,none,0,0,96
cnn,2,step_sgd,gpu,1,3,23.016,7.6720004,none,0,0,40
cnn,2,step_adam,gpu,1,3,103.146,34.382,none,0,0,192
cnn,2,loss_read,gpu,1,1,0.237,0.237,every_step,0,1,0
cnn,2,step_resident,gpu,1,3,192.04,64.01333,spaced,0,0,333
cnn,2,step_end_to_end,gpu,1,1,47.014,47.014,every_step,6,5,55
cnn,2,construction,cpu,4,5,2.237,0.4474,none,0,0,0
cnn,2,forward_cold,cpu,4,1,0.851,0.851,none,0,0,0
cnn,2,forward_hot,cpu,4,3,2.524,0.8413333,none,0,0,0
cnn,2,backward_cold,cpu,4,1,2.494,2.494,none,0,0,0
cnn,2,backward_hot,cpu,4,3,7.0169997,2.339,none,0,0,0
cnn,2,step_sgd,cpu,4,3,2.2350001,0.74500006,none,0,0,0
cnn,2,step_adam,cpu,4,3,10.188001,3.3960001,none,0,0,0
cnn,2,loss_read,cpu,4,1,0.006,0.006,every_step,0,0,0
cnn,2,step_resident,cpu,4,3,21.818998,7.2729993,spaced,0,0,0
cnn,2,forward_cold,gpu,4,1,8.432,8.432,none,0,0,6
cnn,2,forward_hot,gpu,4,3,16.049,5.3496666,none,0,0,18
cnn,2,backward_cold,gpu,4,1,22.867,22.867,none,0,0,32
cnn,2,backward_hot,gpu,4,3,64.829994,21.609999,none,0,0,96
cnn,2,step_sgd,gpu,4,3,27.366001,9.122001,none,0,0,40
cnn,2,step_adam,gpu,4,3,125.052,41.684002,none,0,0,192
cnn,2,loss_read,gpu,4,1,0.252,0.252,every_step,0,1,0
cnn,2,step_resident,gpu,4,3,231.266,77.08867,spaced,0,0,333
cnn,2,step_end_to_end,gpu,4,1,48.678,48.678,every_step,6,5,55
cnn,2,construction,cpu,16,5,3.579,0.7158,none,0,0,0
cnn,2,forward_cold,cpu,16,1,2.688,2.688,none,0,0,0
cnn,2,forward_hot,cpu,16,2,5.3770003,2.6885002,none,0,0,0
cnn,2,backward_cold,cpu,16,1,6.021,6.021,none,0,0,0
cnn,2,backward_hot,cpu,16,2,11.832001,5.9160004,none,0,0,0
cnn,2,step_sgd,cpu,16,2,2.026,1.013,none,0,0,0
cnn,2,step_adam,cpu,16,2,10.0130005,5.0065002,none,0,0,0
cnn,2,loss_read,cpu,16,1,0.01,0.01,every_step,0,0,0
cnn,2,step_resident,cpu,16,2,29.049,14.5245,spaced,0,0,0
cnn,2,forward_cold,gpu,16,1,8.118,8.118,none,0,0,6
cnn,2,forward_hot,gpu,16,2,13.7630005,6.8815002,none,0,0,12
cnn,2,backward_cold,gpu,16,1,29.138,29.138,none,0,0,32
