agents,wake_percent,strategy,process,woken,warmup,frames,elapsed_ms,per_frame_ms,condition_calls,action_calls,node_visits,queue_size,checksum,tree_nodes,tree_depth,root_width
10000,100,event,7,10000,10,100,114.674,1.1467401,0,1000000,1000000,10000,5000500000,11,5,2
10000,100,state_machine,1,10000,10,100,14.738,0.14738,0,1000000,0,10000,5000500000,11,5,2
10000,100,state_machine,2,10000,10,100,15.007999,0.15008,0,1000000,0,10000,5000500000,11,5,2
10000,100,state_machine,3,10000,10,100,14.742,0.14741999,0,1000000,0,10000,5000500000,11,5,2
10000,100,state_machine,4,10000,10,100,15.095,0.15095,0,1000000,0,10000,5000500000,11,5,2
10000,100,state_machine,5,10000,10,100,15.348001,0.15348001,0,1000000,0,10000,5000500000,11,5,2
10000,100,state_machine,6,10000,10,100,14.808,0.14807999,0,1000000,0,10000,5000500000,11,5,2
10000,100,state_machine,7,10000,10,100,14.827,0.14827,0,1000000,0,10000,5000500000,11,5,2
100000,0,root,1,0,1,10,768.13,76.813,4000000,1000000,10000000,0,0,11,5,2
100000,0,root,2,0,1,10,788.911,78.8911,4000000,1000000,10000000,0,0,11,5,2
100000,0,root,3,0,1,10,851.109,85.1109,4000000,1000000,10000000,0,0,11,5,2
100000,0,root,4,0,1,10,776.64,77.664,4000000,1000000,10000000,0,0,11,5,2
100000,0,root,5,0,1,10,762.522,76.2522,4000000,1000000,10000000,0,0,11,5,2
100000,0,root,6,0,1,10,767.67,76.767,4000000,1000000,10000000,0,0,11,5,2
100000,0,root,7,0,1,10,896.725,89.6725,4000000,1000000,10000000,0,0,11,5,2
100000,0,resume,1,0,1,10,217.842,21.784199,0,1000000,1000000,0,0,11,5,2
100000,0,resume,2,0,1,10,224.11899,22.4119,0,1000000,1000000,0,0,11,5,2
100000,0,resume,3,0,1,10,223.939,22.3939,0,1000000,1000000,0,0,11,5,2
100000,0,resume,4,0,1,10,224.96199,22.496199,0,1000000,1000000,0,0,11,5,2
100000,0,resume,5,0,1,10,226.39699,22.639698,0,1000000,1000000,0,0,11,5,2
100000,0,resume,6,0,1,10,227.356,22.7356,0,1000000,1000000,0,0,11,5,2
100000,0,resume,7,0,1,10,223.538,22.3538,0,1000000,1000000,0,0,11,5,2
100000,0,event,1,0,1,10,0.0,0.0,0,0,0,0,0,11,5,2
100000,0,event,2,0,1,10,0.0,0.0,0,0,0,0,0,11,5,2
100000,0,event,3,0,1,10,0.0,0.0,0,0,0,0,0,11,5,2
100000,0,event,4,0,1,10,0.0,0.0,0,0,0,0,0,11,5,2
100000,0,event,5,0,1,10,0.0,0.0,0,0,0,0,0,11,5,2
100000,0,event,6,0,1,10,0.0,0.0,0,0,0,0,0,11,5,2
100000,0,event,7,0,1,10,0.0,0.0,0,0,0,0,0,11,5,2
100000,0,state_machine,1,0,1,10,0.0,0.0,0,0,0,0,0,11,5,2
100000,0,state_machine,2,0,1,10,0.001,0.000100000005,0,0,0,0,0,11,5,2
100000,0,state_machine,3,0,1,10,0.001,0.000100000005,0,0,0,0,0,11,5,2
100000,0,state_machine,4,0,1,10,0.0,0.0,0,0,0,0,0,11,5,2
100000,0,state_machine,5,0,1,10,0.0,0.0,0,0,0,0,0,11,5,2
100000,0,state_machine,6,0,1,10,0.001,0.000100000005,0,0,0,0,0,11,5,2
100000,0,state_machine,7,0,1,10,0.0,0.0,0,0,0,0,0,11,5,2
100000,1,root,1,1000,1,10,862.765,86.276505,4000000,1000000,10000000,1000,5005000,11,5,2
100000,1,root,2,1000,1,10,785.089,78.508896,4000000,1000000,10000000,1000,5005000,11,5,2
