group,process,phase,family,backend,dtype,size,elements,bytes,transfer_mode,iterations,elapsed_ms,per_iteration_ms,uploads,downloads,compute_passes
types,1,upload,transfer,gpu,uint32,0,65536,262144,equal_bytes,5,40.89,8.1779995,5,0,0
types,1,download,transfer,gpu,uint32,0,65536,262144,equal_bytes,5,17.931,3.5862,0,5,0
types,1,upload,transfer,gpu,int64,0,32768,262144,equal_bytes,5,49.308,9.8616,5,0,0
types,1,download,transfer,gpu,int64,0,32768,262144,equal_bytes,5,13.995,2.799,0,5,0
types,1,upload,transfer,gpu,uint64,0,32768,262144,equal_bytes,5,37.886,7.5772004,5,0,0
types,1,download,transfer,gpu,uint64,0,32768,262144,equal_bytes,5,14.565001,2.913,0,5,0
types,2,construction,cpu_memory,cpu,float32,0,65536,262144,equal_cardinality,5,0.054,0.0108,0,0,0
types,2,extraction,cpu_memory,cpu,float32,0,65536,262144,equal_cardinality,5,47.062,9.4124,0,0,0
types,2,upload,transfer,gpu,float32,0,65536,262144,equal_cardinality,5,42.765,8.5529995,5,0,0
types,2,download,transfer,gpu,float32,0,65536,262144,equal_cardinality,5,14.755,2.951,0,5,0
types,2,construction,cpu_memory,cpu,int8,0,65536,65536,equal_cardinality,5,0.157,0.031400003,0,0,0
types,2,extraction,cpu_memory,cpu,int8,0,65536,65536,equal_cardinality,5,61.04,12.208,0,0,0
types,2,upload,transfer,gpu,int8,0,65536,65536,equal_cardinality,5,41.397003,8.279401,5,0,0
types,2,download,transfer,gpu,int8,0,65536,65536,equal_cardinality,5,22.232,4.4464,0,5,0
types,2,construction,cpu_memory,cpu,uint8,0,65536,65536,equal_cardinality,5,0.068,0.013600001,0,0,0
types,2,extraction,cpu_memory,cpu,uint8,0,65536,65536,equal_cardinality,5,48.39,9.6779995,0,0,0
types,2,upload,transfer,gpu,uint8,0,65536,65536,equal_cardinality,5,39.117,7.8234,5,0,0
types,2,download,transfer,gpu,uint8,0,65536,65536,equal_cardinality,5,18.417,3.6834,0,5,0
types,2,construction,cpu_memory,cpu,int16,0,65536,131072,equal_cardinality,5,0.199,0.0398,0,0,0
types,2,extraction,cpu_memory,cpu,int16,0,65536,131072,equal_cardinality,5,64.534996,12.907,0,0,0
types,2,upload,transfer,gpu,int16,0,65536,131072,equal_cardinality,5,38.408,7.6816,5,0,0
types,2,download,transfer,gpu,int16,0,65536,131072,equal_cardinality,5,16.109001,3.2218003,0,5,0
types,2,construction,cpu_memory,cpu,uint16,0,65536,131072,equal_cardinality,5,0.142,0.0284,0,0,0
types,2,extraction,cpu_memory,cpu,uint16,0,65536,131072,equal_cardinality,5,52.510998,10.502199,0,0,0
types,2,upload,transfer,gpu,uint16,0,65536,131072,equal_cardinality,5,44.707,8.941401,5,0,0
types,2,download,transfer,gpu,uint16,0,65536,131072,equal_cardinality,5,18.394001,3.6788,0,5,0
types,2,construction,cpu_memory,cpu,int32,0,65536,262144,equal_cardinality,5,0.169,0.0338,0,0,0
types,2,extraction,cpu_memory,cpu,int32,0,65536,262144,equal_cardinality,5,47.107998,9.421599,0,0,0
types,2,upload,transfer,gpu,int32,0,65536,262144,equal_cardinality,5,40.648,8.1296,5,0,0
types,2,download,transfer,gpu,int32,0,65536,262144,equal_cardinality,5,20.689,4.1377997,0,5,0
types,2,construction,cpu_memory,cpu,uint32,0,65536,262144,equal_cardinality,5,0.078999996,0.0158,0,0,0
types,2,extraction,cpu_memory,cpu,uint32,0,65536,262144,equal_cardinality,5,42.406002,8.4812,0,0,0
types,2,upload,transfer,gpu,uint32,0,65536,262144,equal_cardinality,5,29.795,5.959,5,0,0
types,2,download,transfer,gpu,uint32,0,65536,262144,equal_cardinality,5,16.348001,3.2696004,0,5,0
types,2,construction,cpu_memory,cpu,int64,0,65536,524288,equal_cardinality,5,0.100999996,0.0202,0,0,0
types,2,extraction,cpu_memory,cpu,int64,0,65536,524288,equal_cardinality,5,46.664,9.3328,0,0,0
types,2,upload,transfer,gpu,int64,0,65536,524288,equal_cardinality,5,33.059998,6.6119995,5,0,0
types,2,download,transfer,gpu,int64,0,65536,524288,equal_cardinality,5,26.84,5.368,0,5,0
types,2,construction,cpu_memory,cpu,uint64,0,65536,524288,equal_cardinality,5,0.056,0.0112000005,0,0,0
types,2,extraction,cpu_memory,cpu,uint64,0,65536,524288,equal_cardinality,5,67.253,13.4506,0,0,0
types,2,upload,transfer,gpu,uint64,0,65536,524288,equal_cardinality,5,40.307,8.061399,5,0,0
types,2,download,transfer,gpu,uint64,0,65536,524288,equal_cardinality,5,16.17,3.234,0,5,0
types,2,upload,transfer,gpu,float32,0,65536,262144,equal_bytes,5,40.333,8.0666,5,0,0
types,2,download,transfer,gpu,float32,0,65536,262144,equal_bytes,5,17.092001,3.4184003,0,5,0
types,2,upload,transfer,gpu,int8,0,262144,262144,equal_bytes,5,48.477,9.6954,5,0,0
types,2,download,transfer,gpu,int8,0,262144,262144,equal_bytes,5,51.381,10.2762,0,5,0
types,2,upload,transfer,gpu,uint8,0,262144,262144,equal_bytes,5,54.121,10.8242,5,0,0
types,2,download,transfer,gpu,uint8,0,262144,262144,equal_bytes,5,58.63,11.726,0,5,0
types,2,upload,transfer,gpu,int16,0,131072,262144,equal_bytes,5,53.137,10.6274,5,0,0
types,2,download,transfer,gpu,int16,0,131072,262144,equal_bytes,5,31.259,6.2518,0,5,0
types,2,upload,transfer,gpu,uint16,0,131072,262144,equal_bytes,5,42.975998,8.5952,5,0,0
types,2,download,transfer,gpu,uint16,0,131072,262144,equal_bytes,5,29.687,5.9374,0,5,0
types,2,upload,transfer,gpu,int32,0,65536,262144,equal_bytes,5,30.176,6.0352,5,0,0
types,2,download,transfer,gpu,int32,0,65536,262144,equal_bytes,5,17.848,3.5695999,0,5,0
types,2,upload,transfer,gpu,uint32,0,65536,262144,equal_bytes,5,35.202,7.0404,5,0,0
types,2,download,transfer,gpu,uint32,0,65536,262144,equal_bytes,5,14.252,2.8504,0,5,0
types,2,upload,transfer,gpu,int64,0,32768,262144,equal_bytes,5,30.221,6.0442,5,0,0
types,2,download,transfer,gpu,int64,0,32768,262144,equal_bytes,5,14.203,2.8406,0,5,0
types,2,upload,transfer,gpu,uint64,0,32768,262144,equal_bytes,5,27.414,5.4828,5,0,0
types,2,download,transfer,gpu,uint64,0,32768,262144,equal_bytes,5,11.839,2.3678,0,5,0
types,3,construction,cpu_memory,cpu,float32,0,65536,262144,equal_cardinality,5,0.057,0.0114,0,0,0
types,3,extraction,cpu_memory,cpu,float32,0,65536,262144,equal_cardinality,5,41.649,8.3298,0,0,0
types,3,upload,transfer,gpu,float32,0,65536,262144,equal_cardinality,5,32.309,6.4617996,5,0,0
types,3,download,transfer,gpu,float32,0,65536,262144,equal_cardinality,5,18.448,3.6896,0,5,0
types,3,construction,cpu_memory,cpu,int8,0,65536,65536,equal_cardinality,5,0.19999999,0.04,0,0,0
types,3,extraction,cpu_memory,cpu,int8,0,65536,65536,equal_cardinality,5,50.869,10.1737995,0,0,0
types,3,upload,transfer,gpu,int8,0,65536,65536,equal_cardinality,5,27.130001,5.426,5,0,0
types,3,download,transfer,gpu,int8,0,65536,65536,equal_cardinality,5,18.529,3.7057998,0,5,0
types,3,construction,cpu_memory,cpu,uint8,0,65536,65536,equal_cardinality,5,0.065,0.012999999,0,0,0
types,3,extraction,cpu_memory,cpu,uint8,0,65536,65536,equal_cardinality,5,47.808,9.5616,0,0,0
types,3,upload,transfer,gpu,uint8,0,65536,65536,equal_cardinality,5,32.263,6.4526,5,0,0
types,3,download,transfer,gpu,uint8,0,65536,65536,equal_cardinality,5,12.744,2.5488,0,5,0
types,3,construction,cpu_memory,cpu,int16,0,65536,131072,equal_cardinality,5,0.164,0.0328,0,0,0
types,3,extraction,cpu_memory,cpu,int16,0,65536,131072,equal_cardinality,5,50.709003,10.141801,0,0,0
types,3,upload,transfer,gpu,int16,0,65536,131072,equal_cardinality,5,42.704002,8.5408,5,0,0
types,3,download,transfer,gpu,int16,0,65536,131072,equal_cardinality,5,17.838,3.5675998,0,5,0
types,3,construction,cpu_memory,cpu,uint16,0,65536,131072,equal_cardinality,5,0.071,0.0142,0,0,0
types,3,extraction,cpu_memory,cpu,uint16,0,65536,131072,equal_cardinality,5,51.316,10.263201,0,0,0
types,3,upload,transfer,gpu,uint16,0,65536,131072,equal_cardinality,5,48.945,9.789,5,0,0
types,3,download,transfer,gpu,uint16,0,65536,131072,equal_cardinality,5,21.351,4.2702,0,5,0
types,3,construction,cpu_memory,cpu,int32,0,65536,262144,equal_cardinality,5,0.067,0.0134000005,0,0,0
types,3,extraction,cpu_memory,cpu,int32,0,65536,262144,equal_cardinality,5,54.809998,10.962,0,0,0
types,3,upload,transfer,gpu,int32,0,65536,262144,equal_cardinality,5,46.11,9.222,5,0,0
types,3,download,transfer,gpu,int32,0,65536,262144,equal_cardinality,5,21.539999,4.3079996,0,5,0
types,3,construction,cpu_memory,cpu,uint32,0,65536,262144,equal_cardinality,5,0.138,0.0276,0,0,0
types,3,extraction,cpu_memory,cpu,uint32,0,65536,262144,equal_cardinality,5,48.696,9.7392,0,0,0
types,3,upload,transfer,gpu,uint32,0,65536,262144,equal_cardinality,5,36.034,7.2068,5,0,0
types,3,download,transfer,gpu,uint32,0,65536,262144,equal_cardinality,5,16.394001,3.2788002,0,5,0
types,3,construction,cpu_memory,cpu,int64,0,65536,524288,equal_cardinality,5,0.138,0.0276,0,0,0
types,3,extraction,cpu_memory,cpu,int64,0,65536,524288,equal_cardinality,5,47.703003,9.540601,0,0,0
types,3,upload,transfer,gpu,int64,0,65536,524288,equal_cardinality,5,51.371998,10.2744,5,0,0
types,3,download,transfer,gpu,int64,0,65536,524288,equal_cardinality,5,18.456001,3.6912003,0,5,0
types,3,construction,cpu_memory,cpu,uint64,0,65536,524288,equal_cardinality,5,0.205,0.041,0,0,0
types,3,extraction,cpu_memory,cpu,uint64,0,65536,524288,equal_cardinality,5,42.36,8.472,0,0,0
types,3,upload,transfer,gpu,uint64,0,65536,524288,equal_cardinality,5,37.821,7.5642,5,0,0
types,3,download,transfer,gpu,uint64,0,65536,524288,equal_cardinality,5,21.135,4.227,0,5,0
types,3,upload,transfer,gpu,float32,0,65536,262144,equal_bytes,5,29.946,5.9891996,5,0,0
types,3,download,transfer,gpu,float32,0,65536,262144,equal_bytes,5,16.102999,3.2205997,0,5,0
types,3,upload,transfer,gpu,int8,0,262144,262144,equal_bytes,5,55.562,11.1124,5,0,0
types,3,download,transfer,gpu,int8,0,262144,262144,equal_bytes,5,48.015,9.603,0,5,0
types,3,upload,transfer,gpu,uint8,0,262144,262144,equal_bytes,5,65.508,13.101601,5,0,0
types,3,download,transfer,gpu,uint8,0,262144,262144,equal_bytes,5,52.510002,10.502001,0,5,0
types,3,upload,transfer,gpu,int16,0,131072,262144,equal_bytes,5,41.207,8.2414,5,0,0
types,3,download,transfer,gpu,int16,0,131072,262144,equal_bytes,5,40.006,8.0012,0,5,0
types,3,upload,transfer,gpu,uint16,0,131072,262144,equal_bytes,5,45.308002,9.061601,5,0,0
types,3,download,transfer,gpu,uint16,0,131072,262144,equal_bytes,5,33.862,6.7724,0,5,0
types,3,upload,transfer,gpu,int32,0,65536,262144,equal_bytes,5,33.941,6.7882004,5,0,0
types,3,download,transfer,gpu,int32,0,65536,262144,equal_bytes,5,21.056,4.2111998,0,5,0
types,3,upload,transfer,gpu,uint32,0,65536,262144,equal_bytes,5,36.821,7.3641996,5,0,0
types,3,download,transfer,gpu,uint32,0,65536,262144,equal_bytes,5,16.894,3.3788,0,5,0
types,3,upload,transfer,gpu,int64,0,32768,262144,equal_bytes,5,28.612999,5.7226,5,0,0
types,3,download,transfer,gpu,int64,0,32768,262144,equal_bytes,5,10.294,2.0588,0,5,0
types,3,upload,transfer,gpu,uint64,0,32768,262144,equal_bytes,5,28.447,5.6894,5,0,0
types,3,download,transfer,gpu,uint64,0,32768,262144,equal_bytes,5,13.502,2.7003999,0,5,0
types,4,construction,cpu_memory,cpu,float32,0,65536,262144,equal_cardinality,5,0.243,0.0486,0,0,0
types,4,extraction,cpu_memory,cpu,float32,0,65536,262144,equal_cardinality,5,44.931,8.9862,0,0,0
types,4,upload,transfer,gpu,float32,0,65536,262144,equal_cardinality,5,36.026,7.2052,5,0,0
types,4,download,transfer,gpu,float32,0,65536,262144,equal_cardinality,5,21.767,4.3534,0,5,0
types,4,construction,cpu_memory,cpu,int8,0,65536,65536,equal_cardinality,5,0.19500001,0.039,0,0,0
types,4,extraction,cpu_memory,cpu,int8,0,65536,65536,equal_cardinality,5,57.356,11.4712,0,0,0
types,4,upload,transfer,gpu,int8,0,65536,65536,equal_cardinality,5,36.913998,7.3827996,5,0,0
types,4,download,transfer,gpu,int8,0,65536,65536,equal_cardinality,5,17.865,3.573,0,5,0
types,4,construction,cpu_memory,cpu,uint8,0,65536,65536,equal_cardinality,5,3.362,0.6724,0,0,0
types,4,extraction,cpu_memory,cpu,uint8,0,65536,65536,equal_cardinality,5,50.414,10.0828,0,0,0
types,4,upload,transfer,gpu,uint8,0,65536,65536,equal_cardinality,5,42.442,8.4884,5,0,0
types,4,download,transfer,gpu,uint8,0,65536,65536,equal_cardinality,5,19.540998,3.9081998,0,5,0
types,4,construction,cpu_memory,cpu,int16,0,65536,131072,equal_cardinality,5,0.22,0.044,0,0,0
types,4,extraction,cpu_memory,cpu,int16,0,65536,131072,equal_cardinality,5,50.521,10.1042,0,0,0
types,4,upload,transfer,gpu,int16,0,65536,131072,equal_cardinality,5,30.006,6.0012,5,0,0
types,4,download,transfer,gpu,int16,0,65536,131072,equal_cardinality,5,14.557,2.9114,0,5,0
types,4,construction,cpu_memory,cpu,uint16,0,65536,131072,equal_cardinality,5,0.060999997,0.0122,0,0,0
types,4,extraction,cpu_memory,cpu,uint16,0,65536,131072,equal_cardinality,5,51.17,10.233999,0,0,0
types,4,upload,transfer,gpu,uint16,0,65536,131072,equal_cardinality,5,38.185997,7.6371994,5,0,0
types,4,download,transfer,gpu,uint16,0,65536,131072,equal_cardinality,5,18.521,3.7042,0,5,0
types,4,construction,cpu_memory,cpu,int32,0,65536,262144,equal_cardinality,5,0.057,0.0114,0,0,0
types,4,extraction,cpu_memory,cpu,int32,0,65536,262144,equal_cardinality,5,44.474,8.8948,0,0,0
types,4,upload,transfer,gpu,int32,0,65536,262144,equal_cardinality,5,30.518,6.1036,5,0,0
types,4,download,transfer,gpu,int32,0,65536,262144,equal_cardinality,5,16.574999,3.3149998,0,5,0
types,4,construction,cpu_memory,cpu,uint32,0,65536,262144,equal_cardinality,5,0.115,0.023,0,0,0
types,4,extraction,cpu_memory,cpu,uint32,0,65536,262144,equal_cardinality,5,44.562,8.9124,0,0,0
types,4,upload,transfer,gpu,uint32,0,65536,262144,equal_cardinality,5,33.948,6.7896004,5,0,0
types,4,download,transfer,gpu,uint32,0,65536,262144,equal_cardinality,5,21.53,4.306,0,5,0
types,4,construction,cpu_memory,cpu,int64,0,65536,524288,equal_cardinality,5,0.104,0.0208,0,0,0
types,4,extraction,cpu_memory,cpu,int64,0,65536,524288,equal_cardinality,5,51.247997,10.249599,0,0,0
types,4,upload,transfer,gpu,int64,0,65536,524288,equal_cardinality,5,37.592003,7.5184007,5,0,0
types,4,download,transfer,gpu,int64,0,65536,524288,equal_cardinality,5,18.903,3.7806,0,5,0
types,4,construction,cpu_memory,cpu,uint64,0,65536,524288,equal_cardinality,5,0.071,0.0142,0,0,0
types,4,extraction,cpu_memory,cpu,uint64,0,65536,524288,equal_cardinality,5,58.674,11.7348,0,0,0
types,4,upload,transfer,gpu,uint64,0,65536,524288,equal_cardinality,5,36.894,7.3788004,5,0,0
types,4,download,transfer,gpu,uint64,0,65536,524288,equal_cardinality,5,23.783,4.7566004,0,5,0
types,4,upload,transfer,gpu,float32,0,65536,262144,equal_bytes,5,42.898,8.579599,5,0,0
types,4,download,transfer,gpu,float32,0,65536,262144,equal_bytes,5,17.841,3.5681999,0,5,0
types,4,upload,transfer,gpu,int8,0,262144,262144,equal_bytes,5,74.605,14.9210005,5,0,0
types,4,download,transfer,gpu,int8,0,262144,262144,equal_bytes,5,55.838,11.167601,0,5,0
types,4,upload,transfer,gpu,uint8,0,262144,262144,equal_bytes,5,73.65401,14.730802,5,0,0
types,4,download,transfer,gpu,uint8,0,262144,262144,equal_bytes,5,65.904,13.1807995,0,5,0
types,4,upload,transfer,gpu,int16,0,131072,262144,equal_bytes,5,57.174,11.4348,5,0,0
types,4,download,transfer,gpu,int16,0,131072,262144,equal_bytes,5,34.847,6.9694,0,5,0
types,4,upload,transfer,gpu,uint16,0,131072,262144,equal_bytes,5,62.219,12.4438,5,0,0
types,4,download,transfer,gpu,uint16,0,131072,262144,equal_bytes,5,40.328,8.065599,0,5,0
types,4,upload,transfer,gpu,int32,0,65536,262144,equal_bytes,5,34.935,6.9870005,5,0,0
types,4,download,transfer,gpu,int32,0,65536,262144,equal_bytes,5,19.942001,3.9884002,0,5,0
types,4,upload,transfer,gpu,uint32,0,65536,262144,equal_bytes,5,43.938,8.7876,5,0,0
types,4,download,transfer,gpu,uint32,0,65536,262144,equal_bytes,5,24.791,4.9582,0,5,0
types,4,upload,transfer,gpu,int64,0,32768,262144,equal_bytes,5,28.678,5.7356,5,0,0
types,4,download,transfer,gpu,int64,0,32768,262144,equal_bytes,5,11.115,2.223,0,5,0
types,4,upload,transfer,gpu,uint64,0,32768,262144,equal_bytes,5,31.729002,6.3458004,5,0,0
types,4,download,transfer,gpu,uint64,0,32768,262144,equal_bytes,5,8.047999,1.6095998,0,5,0
types,5,construction,cpu_memory,cpu,float32,0,65536,262144,equal_cardinality,5,0.15799999,0.0316,0,0,0
types,5,extraction,cpu_memory,cpu,float32,0,65536,262144,equal_cardinality,5,52.22,10.444,0,0,0
types,5,upload,transfer,gpu,float32,0,65536,262144,equal_cardinality,5,40.687,8.1374,5,0,0
types,5,download,transfer,gpu,float32,0,65536,262144,equal_cardinality,5,20.881,4.1762,0,5,0
types,5,construction,cpu_memory,cpu,int8,0,65536,65536,equal_cardinality,5,0.074,0.0148,0,0,0
types,5,extraction,cpu_memory,cpu,int8,0,65536,65536,equal_cardinality,5,54.728,10.9456005,0,0,0
types,5,upload,transfer,gpu,int8,0,65536,65536,equal_cardinality,5,40.024002,8.004801,5,0,0
types,5,download,transfer,gpu,int8,0,65536,65536,equal_cardinality,5,15.24,3.0479999,0,5,0
types,5,construction,cpu_memory,cpu,uint8,0,65536,65536,equal_cardinality,5,0.199,0.0398,0,0,0
types,5,extraction,cpu_memory,cpu,uint8,0,65536,65536,equal_cardinality,5,46.895,9.379,0,0,0
types,5,upload,transfer,gpu,uint8,0,65536,65536,equal_cardinality,5,38.443,7.6886,5,0,0
types,5,download,transfer,gpu,uint8,0,65536,65536,equal_cardinality,5,16.302,3.2604,0,5,0
types,5,construction,cpu_memory,cpu,int16,0,65536,131072,equal_cardinality,5,0.068,0.013600001,0,0,0
types,5,extraction,cpu_memory,cpu,int16,0,65536,131072,equal_cardinality,5,50.574,10.1148,0,0,0
types,5,upload,transfer,gpu,int16,0,65536,131072,equal_cardinality,5,31.810999,6.3622,5,0,0
types,5,download,transfer,gpu,int16,0,65536,131072,equal_cardinality,5,16.946,3.3891997,0,5,0
types,5,construction,cpu_memory,cpu,uint16,0,65536,131072,equal_cardinality,5,0.064,0.012800001,0,0,0
types,5,extraction,cpu_memory,cpu,uint16,0,65536,131072,equal_cardinality,5,60.109,12.0218,0,0,0
types,5,upload,transfer,gpu,uint16,0,65536,131072,equal_cardinality,5,30.173,6.0346003,5,0,0
types,5,download,transfer,gpu,uint16,0,65536,131072,equal_cardinality,5,18.274,3.6548,0,5,0
types,5,construction,cpu_memory,cpu,int32,0,65536,262144,equal_cardinality,5,0.066,0.0132,0,0,0
types,5,extraction,cpu_memory,cpu,int32,0,65536,262144,equal_cardinality,5,48.597,9.7194,0,0,0
types,5,upload,transfer,gpu,int32,0,65536,262144,equal_cardinality,5,31.079,6.2158003,5,0,0
types,5,download,transfer,gpu,int32,0,65536,262144,equal_cardinality,5,16.888,3.3776002,0,5,0
types,5,construction,cpu_memory,cpu,uint32,0,65536,262144,equal_cardinality,5,0.066,0.0132,0,0,0
types,5,extraction,cpu_memory,cpu,uint32,0,65536,262144,equal_cardinality,5,50.939003,10.1878,0,0,0
types,5,upload,transfer,gpu,uint32,0,65536,262144,equal_cardinality,5,29.542,5.9084,5,0,0
types,5,download,transfer,gpu,uint32,0,65536,262144,equal_cardinality,5,17.808,3.5616002,0,5,0
types,5,construction,cpu_memory,cpu,int64,0,65536,524288,equal_cardinality,5,0.217,0.043399997,0,0,0
types,5,extraction,cpu_memory,cpu,int64,0,65536,524288,equal_cardinality,5,56.909,11.3818,0,0,0
types,5,upload,transfer,gpu,int64,0,65536,524288,equal_cardinality,5,38.065998,7.6131997,5,0,0
types,5,download,transfer,gpu,int64,0,65536,524288,equal_cardinality,5,18.667,3.7333999,0,5,0
types,5,construction,cpu_memory,cpu,uint64,0,65536,524288,equal_cardinality,5,0.192,0.0384,0,0,0
types,5,extraction,cpu_memory,cpu,uint64,0,65536,524288,equal_cardinality,5,55.731,11.1462,0,0,0
types,5,upload,transfer,gpu,uint64,0,65536,524288,equal_cardinality,5,34.102997,6.8205996,5,0,0
types,5,download,transfer,gpu,uint64,0,65536,524288,equal_cardinality,5,24.132,4.8264,0,5,0
types,5,upload,transfer,gpu,float32,0,65536,262144,equal_bytes,5,38.206,7.6412,5,0,0
types,5,download,transfer,gpu,float32,0,65536,262144,equal_bytes,5,14.605,2.921,0,5,0
types,5,upload,transfer,gpu,int8,0,262144,262144,equal_bytes,5,53.75,10.75,5,0,0
types,5,download,transfer,gpu,int8,0,262144,262144,equal_bytes,5,57.61,11.522,0,5,0
types,5,upload,transfer,gpu,uint8,0,262144,262144,equal_bytes,5,59.645,11.929,5,0,0
types,5,download,transfer,gpu,uint8,0,262144,262144,equal_bytes,5,51.3,10.26,0,5,0
types,5,upload,transfer,gpu,int16,0,131072,262144,equal_bytes,5,37.521,7.5042,5,0,0
types,5,download,transfer,gpu,int16,0,131072,262144,equal_bytes,5,29.586,5.9172,0,5,0
types,5,upload,transfer,gpu,uint16,0,131072,262144,equal_bytes,5,47.552998,9.510599,5,0,0
types,5,download,transfer,gpu,uint16,0,131072,262144,equal_bytes,5,29.993,5.9986,0,5,0
types,5,upload,transfer,gpu,int32,0,65536,262144,equal_bytes,5,34.559998,6.9119997,5,0,0
types,5,download,transfer,gpu,int32,0,65536,262144,equal_bytes,5,23.798,4.7596,0,5,0
